search_word,username,userid,location,tweet
Cobra,MeckCounty,20164131,"Mecklenburg County, NC","Drive-through COVID-19 testing will be offered at Bojangles' Coliseum beginning Monday, November 23. Testing will be offered 7 days a week from 10 a.m. - 5 p.m., except on Thanksgiving.

Find a COVID-19 testing site » https://t.co/00cChPYULm https://t.co/HDSAQut7dd"
Cobra,CelonovaB,1187008505900929024,,"“I still think that if there is a possibility to have a shorter duration of DAPT, it would be great” stated Dr. Mehran.  Listen to full wrap up on COBRA REDUCE study. Indications, Contraindications, Warnings &amp; Precautions: https://t.co/0kWh5k9CAT   
https://t.co/r8xpfn3M5E"
Cobra,eyalfeed,2953567684,"Planet Eyal, Shandral System","Piemaster(18 halfling cultist of entropy) was shadowed to death by Belunn the king cobra on The Maze 1.
https://t.co/R14bH6gIHn"
Cobra,Cobrajustchill,4807803519,Ireland,"Live Streaming: Black Ops Cold War

Use Code: COBRA to Get 10% off your next @XGamerEnergy order

&gt;&gt; https://t.co/Q29L7A8bMm &lt;&lt;

If you wanna join me inside the Cobra Pit come on ahead 

#twitchstreamer #StreamerNetwork #Gamerlife  #BlackOpsColdWar #COLDWAR 
@volumestreams https://t.co/D0DAYkRDs5"
Sabash+Naidu,Srivathsan_S,304763594,Bangalore,@mithunraman What about Sabash Naidu then ? Point is Kamal is money minded !!!
Sabash+Naidu,Srivathsan_S,304763594,Bangalore,"Random thought, Kamal doesn't have the commitment to finish movies like Sabash Naidu, Indian 2 , he is least bothered to return the money or cooperate with producers .But he is committed to bigg boss as they pay on time ?And he preaches people to vote for wisely! #BiggBossTamil4"
Sabash+Naidu,KaneshBruno,3649032733,Kuala Lumpur,"@Kamaladdict7 @ikamalhaasan @RKFI @Dir_Lokesh @SandiyarKaran @CupidBuddha @Mass_Maharaja @thatslokesh @jamshey @nerkalanjiam @jovanrichard Yenn sir..nange ellam evelo support panenum.. atheyum comparisons poderingee..
Apooo nange compare panalamaa???
Every Big boss, andavar announcing new film such as Indian2, Thalaivan irukiraan and now Vikram..
Ipoo varaikum onnume release agelei?
Where is Sabash Naidu?"
2+States,BbobClark,1435860420,,"@engineercsmith Remember “Russia hacked the Election”? Now we have hackers here in the US and people that voted in 2 states, dead people, vote switching, vote dumping, but that’s fine and dandy as long as the end is Trump is out."
2+States,slow_mo_panda,2581270111,Michigan,"My great aunt in my very Repub family LEGIT SAID ""I dont know about #Covid, its just the WEATHER is so up &amp; down lately, no wonder people arent feeling good!""
😲😵😱
THE WEATHER?? You mean the thing thats only cold in half the states &amp; only been 'up &amp; down' for 2 months?
#TYTLive"
2+States,therachelife,733818760331595777,,"@matthewdmarsden Why are the 2 states that refuse to lockdown again some of the hottest states? 😂 I'd probably prefer TX, though. It's a dry heat...so they say. Plus, no alligators. Definitely a plus. No, dinosaurs, I hope. 😂😂😂 https://t.co/Kv2t8gVKGX"
2+States,zhan_forever,1235841334629421056,,@XiaozhanCharts it amazed me to see Ji Chong trends in United states 2 hours ago at no 27 https://t.co/Z1mS9UeKGL
2+States,zerowield,1079479422326132737,,"@EarlofLeuven @NoWordCount @MichaelStaunt15 @rtenews You have to look at 2 things: 

Republican-controlled legislatures in contested states.

Growing protest movements throughout the country in support of Trump and against the conduct of the election.

https://t.co/pEYqzjcmyq"
2+States,niteshbind,2182528902,"New Delhi, India","#ICAI has yet again change examination centers in certain states. 

CA Exams r just 2 days away n #ICAI is doing last minutes changes. 

All CA students r requested to pls keep an eye on notifications n your email as well.

Here are the details. #icaiexams
https://t.co/X3G2Bj3GoA"
2+States,vaibhavshah29,1160461931787849729,"Kolkata, India","@RenukaJain6 @narendramodi Delhi might go into a partial lockdown 
Curfew in Ahmedabad at night ,if situation worsens ,new steps may be taken 
CG asked Noida and Gurgaon to check bed capacity
Elections in 2 states 
ICAI - exams as per schedule"
2+States,SuMoh7,718375439367028737,Syracuse,"Yes, States with least restrictions now have worst outbreaks of #COVID #COVID19 #COVID_19 

Made very clear by the animations here - there are 2 tabs Most cases and Fewest cases.

COVID cases since June
https://t.co/e1NQJnm0ae 

Watch … for both ‘Most cases’ and ‘Fewest cases’ https://t.co/9odw7MVLrz"
2+States,AbhiQeep,1968236024,Worldwide,"Pidgey  
Rank 2 UL Mega-Pidgeot CP 2497
L:25.0 Stardust: 14.0K Candy: 24
CP: 382 LVL: 23
IV: 67% - (1/14/15)
Moves: Quick Attack, Air Cutter
DSP: 11 min 27 sec
Lealman, United States
27.7964250, -82.6371600

 Sponsored by 🅟🅞🅚🅔🅗🅤🅑"
2+States,WhiteHouseHstry,106448460,"Washington, DC","As more colonists descended upon the area, they seized lands from Native Americans—including the land between the Potomac River and Eastern Branch, which later became the capital of the United States. (2/4)"
+Ka+-The+Forest,_SRK_KA_BHAKT_,1258785737287151617,"Madhya Pradesh, India","@VintageSRKian Beautiful/motivational type like Forest Gump ,Ur name etc.."
+Ka+-The+Forest,imnishant19,941483767,India,"@RVCJ_FB Well, by this logic #SalmanKhan  ko Ministry of Environment, Forest and Climate Change ka Brand Ambassador hona chahiye."
+Ka+-The+Forest,AculladorJun,1287094450821373959,"Pasig City, National Capital R",@gmanews Fuck.... How observant you are 😆  Bulag ka ba sa mga open pit mines that caused forest denudation?
+Ka+-The+Forest,ka_ira1532,1317554532029657088,"Bengaluru , India","@un0reverse Cant. They dont deliver here
I live in one forest"
+Ka+-The+Forest,kislay_kishor,1290356507976929280,,@ParveenKaswan Wow beautiful..never saw this bird or heard of..aapke forest me kitni variety hai animal aur birds ka..where r u posted sir?
+Ka+-The+Forest,lifelovelily22,912274745831411712,,"@HawkeLiath @iammalicool @SPOFarrell3 @AFictionalHubb1 @e_stavs @BrokenTwigs2020 @Shoguun1 @Dwarven_King_SH @mesegyar @JulieKusma @JessSFrankel @richardbist @ps_conway @joanne_paulson @FDS_NaturallyMe @Anthony_OBrien_ @EatonKrone @jlrothstein1 @sgc58 @DerekRKing2 @Kellyrei007 @h_craggs @KA_Raines @emerimatyszczyk @NyxEnchanted @AllShrinks @jessica_lasa @Irishgirl692 @tristanbtaylor @pskessell1 @JillCShannon @TBGTNT @KAkcakanat @ZellnerMeagan @MoonlitTrilogy @TrillLINDSAY @SerenaHassan4 @RC_Rose20 @giascribes @EvaAlton @halo_scot @Blink_Drive @veil_lord @anna_mocikat @Glintofmischief @GhostMoon20 @Johnldeboer @FaerieRealms thanks Liath these are my friend @cr_burman's kids books
https://t.co/VBw04pwEKO
https://t.co/RAJpAokKIg
https://t.co/ZAsSyXLmZA"
+Ka+-The+Forest,KA_Explores,809433063084138496,"Glasgow, Scotland",@KA_Rector Were you near Aberfoyle? Queen Elizabeth Forest Park - Loch Ard?
+Ka+-The+Forest,suhaylan,282203134,,@MumbaiyaChhori Aaj Forest Essentials Ka Body Mist Iced Pomegranate try Karo. 😊
+Ka+-The+Forest,ak_forest,1215881613713838080,"Naalya, Uganda","@MimiHearts1 Short guy isn't dating, rather his ka money is dating"
+Ka+-The+Forest,ikkat_ka_adda,1295356399271079936,Bhoodhan Pochampally ,"🌺 ikkat #ForestSarees..
🌺 #PochampallyHandloom #ikkat #PureSilk #Forest Design #Sarees..
🌺 #SilkMark Certified..
🌺 Whatsapp - https://t.co/9br1L1DI3Y

👉Contact/whatsapp - 7659015166
👉Instagram - @ikkat_ka_adda
👉Fb - @ikkat_ka_adda
👉Twitter - @ikkat_ka_adda
#diwalisale https://t.co/Rwu58JWe0t"
Gundamma+Katha,TigerNTRFans,1267826737330585607, India,"Expecting Gundamma Katha movie from this combination 
#2DecadesOfNTREra https://t.co/LBYS7YjLaq"
Gundamma+Katha,Anushka38015972,1277294849310502912,,"Gundamma katha-Lakshmi 
Lovers like here 😁😁😁
Always this most fav character 😍😍😍😍❤❤❤😍😍😍😍
#mahanati #legendsavitrima😎
#MahanatiSavitriBdayFestival https://t.co/YeFuGDBKiO"
Bombhaat,Bombhaat,3620160741,,"Happy World Philosophy Day- who is your favourite Philosopher? #WorldPhilosophyDay 
#Bombhaat https://t.co/n73WGQy6sa"
Bombhaat,Bombhaat,3620160741,,"Happy international Men's day to all the men out there 👨

#InternationalMensDay https://t.co/ane7pOZRUZ"
Bombhaat,Bombhaat,3620160741,,"#Tenet coming very very soon 💥 Releasing on Nov 27th!! 
#Bombhaat https://t.co/GGTsXm3LI6"
Bombhaat,Bombhaat,3620160741,,"Happy birthday corona!but I wish to not have u in next year bye!🙏🏻 👋 #oneyearofcovid19 #covidsbirthday 
#Bombhaat https://t.co/KFcgOXp8hb"
Bombhaat,Bombhaat,3620160741,,"#RowdyBaby shatters all the records to become first South Indian song to reach Billion views in @YouTubeIndia

#RowdyBabyHits1BillionViews 

#Maari2 @dhanushkraja @Sai_Pallavi92 @thisisysr 
#Bombhaat https://t.co/hPzPfTvkPU"
Bombhaat,Bombhaat,3620160741,,"Girls before and after diwali.
🤣🤣
#Bombhaat https://t.co/882kpeK3iJ"
Bombhaat,Bombhaat,3620160741,,"This is business...
#Bombhaat https://t.co/Dcs9axVkdU"
Bombhaat,Bombhaat,3620160741,,"Our greetings and wishes to media fraternity on #NationalPressDay. The fourth estate of democracy plays a giant role in strengthening our democracy by making people informed. 
#Bombhaat https://t.co/RGoDG5pWB8"
Bombhaat,Bombhaat,3620160741,,"According to our source.
These are the contestants who were nominated for this week.
#BOMBHAAT
#BiggBossTelugu4 #BiggBoss https://t.co/Cbqvt6pIEm"
Bombhaat,chintu1234554,1172515099279364102,"Hyderabad, India","Aadu first vellindhe wild card contestant ga 

Malli wild card entry entra 🤣🤣🤣
#BiggBossTelugu4 https://t.co/XnmCnBv4sc"
Ranga+,MinhajMuslim,113803254,"Pune, India","@delventotime @Abomination_Jk Looks like you nailed this mystery, Excel Ranga was close contender behind that fraudulology handle."
Ranga+,KanProgressNow,1261789977022803968,Blue in Deep Red Kansas,"@Gold_Ranga Well aware, but it really feels like I would just be pissing into the wind while right-wing nuts jobs will happily threaten my life for calling out Repub ignorance. 

Sorry. I'm struggling today."
Ranga+,ranga_bati007,1111628273132421120,"Kolkata, India",@Silverf81475088 Bro dm me
Ranga+,stuti295,920130978890125314,"Mumbai, India",@ranga_bati007 @vinayajwaliya75 He's a cheater
Ranga+,Gold_Ranga,1287716769352777734,Edmunds' Planet,@KanProgressNow That’s awful but look at the leaders.
Ranga+,ranga_bati007,1111628273132421120,"Kolkata, India",@mj70624648 @Techglares What you want for Bastar just DM
Ranga+,KanProgressNow,1261789977022803968,Blue in Deep Red Kansas,"@Gold_Ranga Lived in Kansas all my life. This whole running for office thing is supposed to make the state better. Then I see one of the most progressive places in my state, not far from my front door, refusing to social distance and wear masks while the death toll rises.

What's the point?"
Ranga+,ranga_bati007,1111628273132421120,"Kolkata, India",@ritz_star Wow do you have extra
Ranga+,Gold_Ranga,1287716769352777734,Edmunds' Planet,@KanProgressNow I couldn’t ever live away from the coasts.
Ranga+,KanProgressNow,1261789977022803968,Blue in Deep Red Kansas,@Gold_Ranga Crap like this honestly makes me think running for office in the Midwest (upper middle or lower) just a waste of time and resources. Perhaps it is better to find a way to the coasts after all...
Cinderella,TheEnterTayner,394380202,Duckburg,this is just a knock off Enchanted x Cinderella https://t.co/r12P12OcEg
Cinderella,younker_joei,1112688280712171520,,the REC was playing tell me something i don’t know from another cinderella story this morning. and that is what got me through cardio day
Cinderella,ADELINASLIGHT,1222574207478923264,to love is to be afraid.,@sapphicnesta cinderella is dead!!
Cinderella,AHRCNYC,28167597,"New York, NY","Gathering virtually via Zoom, AHRC NYC's Our Broadway performs Cinderella, once again shining the spotlight on the talents of performers with disabilities.

https://t.co/fCDMXrqQsf"
Cinderella,DannieCos,1211802609142525953,Sunbathing(He/They),@BeanMysterious kid me had the fattest crush on cinderella herself sskskks
Cinderella,aya_etales,758060867841826816,Cinderella Beauty Salon,This is a test akin to the glass slipper in Cinderella.
Cinderella,janyegwynne,47821421,Mule Town,@witfromwhitt A Cinderella Story comes on at 1 on freeform!!
Cinderella,BeanMysterious,1006320600711880704,In between Zoro’s thighs ,@DannieCos Well good cuz honestly all the other girls were falling in love with Cinderella’s wack prince or idk man I’m in the corner with my freak obsessions 💀😭😂
Cinderella,thebratt0727,1080942106380627968,"East Palo Alto, CA",Tell me why I had a dream that sum1 made a hate page of people from my town and for me they put I look like Cinderella I was flattered 😌😂😂
Cinderella,CrowieMr,1304528218599415808,The World,@VelvetDweller 24 hour cinderella makes me feel very happy
Katteri,Katteri,18615255,NS girl in Northern ON,"@obliviatingyou “Once upon a time, there was a magical place where it never rained ... The end!”"
Katteri,Katteri,18615255,NS girl in Northern ON,@obliviatingyou WELL THATS JUST TO DAMN BAD
Katteri,Thankyo75429642,1307321414416883712,,#YaamirrukaBayamey and #Katteri movie director #Deekay has finished all work of his next anthology film for a leading ott platform. It consists of 5 horror-comedy Short films
Katteri,Katteri,18615255,NS girl in Northern ON,@MissMoonWillow @obliviatingyou I love this idea
Katteri,obliviatingyou,784906464951435264,amy. 26. whatever forever. ,@MissMoonWillow @Katteri Naps are amazing
Katteri,MissMoonWillow,16048463,Cup of tea land,@obliviatingyou Me you and @Katteri can all nap together 🥰
Hero+2019,DavisCup,82831947,,"The story of a hero.

The story of @RafaelNadal at #DavisCup 2019…

A thread 👇 https://t.co/favaxr6ATD"
Hero+2019,kate_degerdon,806168094624415744,,"@JerryTaylor @weeklywhinge @Conservatives @UKLabour Masses of stuff on google. To get you started:

https://t.co/55uBd8pC9n

https://t.co/ir7fmDyYVD

https://t.co/jPFl3yTKoh

https://t.co/x733HDaZ1n"
Hero+2019,BallumOfficial,3008398786,,"One year, 2 months ago today - 19th September 2019

I've always wanted to date a hero ❤️❤️

#EastEnders #BenMitchell #CallumHighway #Ballum 💙🌈💙 #subtitled #deafawareness https://t.co/oJJWuoDmlF"
Hero+2019,AJWitness,18526996,,"How did #WorldToiletDay become a thing?

This is how one campaigner for global sanitation got the @UN to agree that November 19 would be World Toilet Day. Watch the full documentary here: https://t.co/9jJ48gs9xE https://t.co/YMCQZHdbF5"
Hero+2019,roseredlake,1063893381229637632,,"Having fun rooting for the two female villains meanwhile your inbox is full of death threats or shit like ""stupid Stanza D 🤬 is 🤬 the 😭 🤬 hero 😭 of the story!!"" 

2016-2019 was wild"
Hero+2019,ThePsycePodcast,1052319665110827009,IG: ThePsycePodcast,"And for the FULL Muse on Muse interview head over to @themanthemuse’s site:

https://t.co/RFqMP7w8Lp"
Hero+2019,Lingambhotla1,1226346819543687168,India,"https://t.co/c7wYrG845m 

well! whatsup folks😀"
Hero+2019,CharteredEngr,3545324532,,"@RahulGandhi Hero Honda record sales 14 lakh bikes in last 32 days and it's 98% higher than 2019.

So where is the ""mandi"" ?

Meanwhile, get a book of Barrack Obama and read about you before posting irresponsible statements."
Hero+2019,AregawiBirhan,1323801918985175042,,"@AP_Africa @AP Dr.tedros hero they accuse him because of his tigrains.
 the nobel peace prize winner  2019 abyi ahmed ali is a mad he declare a war against tigray people with Eritrea presinent isaias afewerki&amp; UAE drones to kill more civilians.
 even outside of tigray he closed humanitarian acc"
Hero+2019,MatchdayMatinee,1240859910440726530,,"Want to learn more about Trautmann's incredible career? Look no further than Simon Hattenstone's magnificent article for @guardian from 2019. With insight into the man himself along with a look at The Keeper prior to release it's UK release. 

📰 https://t.co/ndySlm7eH1 https://t.co/xEhm1Zjhla"
Dracula+Sir,MonsterArtGuy,4593336563,Brighton UK,Sir Christopher Lee rendered in acrylics with an added bite of splatter. #christopherlee #dracula #hammerhorror https://t.co/gLLL7WqQfT
Dracula+Sir,valdisfoxy,1224381900,Fern Forest,"@pixelkitties ""Sir!  Sir!  What was it like to be killed by a dracula?""

""It sucked!"""
Dracula+Sir,woodg31,70658199,London,"TV📺18/11/68 ITV 
4.55:The Adventures of Robin Hood 5.15:How 5.50:News 6.30:The Big Valley 7.30:Coronation Street 8.0:World in Action 8.30:Playhouse Mystery and Imagination - Dracula 10.0:News 10.30:Please Sir! 11.15:The Man Who Never Was https://t.co/0OWU6Vxti0"
Dracula+Sir,haleysins,458049752,az,@thermorex @RepAndyBiggsAZ @prayingmedic @carlquintanilla ok sir dracula. enjoy your covid.
Dracula+Sir,2694389_,3387570417,they/she | ace/bi ♡,noo 12 pm please sir i’ll be in ENGLISH DONT MAKE ME IGNORE DRACULA https://t.co/5C0a7qEzgl
Dracula+Sir,Sir_HardyCakes,101911534,Falconia,I Get why Dracula Bite Women In The Neck. That Shit Fye
Dracula+Sir,queen_dracula,219721750,HOTassHELL,"@sorobysays @Am_Blujay 😂🤣 pot calling a kettle black, sir?"
Dracula+Sir,HakimSuhaimi8,1249009308223717376,,"@vgdunkey Can we have count dracula from sasame street, sir dunkey"
Dracula+Sir,joey_wingster,1201339295648419840,https://joeys-piano.tumblr.com,My man just found Dracula in a box of freshly dug earth and the sir is asleep with his eyes wide opened 0&gt;0
Dracula+Sir,queen_dracula,219721750,HOTassHELL,@Thabo05852519 The legacy that Mandela and Thabo before him couldn’t... You the one who should be smart sir... you are just making noise now
Mera+Ramrajya+Nai+Kranti,sbharteey,4865388132,"New Delhi, India","Mera Ramrajya Nai Kranti Movie (2020) | Reviews, Cast &amp; Release Date in National Capital Region (NCR) -  BookMyShow https://t.co/tcfG3DeUWA via @BookMyShow"
Brahmastra,rama_fucks,1003068680715014144,,"Indestructible blade that even the Rakshasa King succumbs over, take form! Take this! Brahmastra!"
Brahmastra,ThoughtsAdded,1318640648665272320,,"ICAI has released its Brahmastra for forcing to opt out, and looking at CCM's tweet it seems like they are desperate to make us opt out. You can opt out even on 21st morning so don't b in hurry. #icaiexams #SayNoToOptout #icaiexampostponement"
Brahmastra,Boldsky,40193294,Bengaluru,"Mouni Roy's make-up look in her latest picture is beautiful and you should definitely try it out.
@Roymouni #beauty #beautytips #makeup #makeuptips 
 https://t.co/GeBLzmGqeN"
Brahmastra,TheFluffyyGuy,1277146958470066177,,"@iamgarvpahal Next year sabse accha rehne wala hai SRKians ke liye. 
1 movie lead mai aur 3 movies (LSC, brahmastra aur rocketry) mai cameo 🔥🔥🔥"
Brahmastra,TheFluffyyGuy,1277146958470066177,,"-Started shooting for Pathan

-Atlee &amp; Hirani's films are at scripting stage

-Finished filming his part in Brahmastra &amp; LSC

-No update on rocketry &amp; RajDk's film, as of now

-The news about SRK having a cameo in RRs film may not be true but I know for a fact that 1aur cameo hai https://t.co/tYvu4OeGUw"
Brahmastra,Nikita90148050,1310287996403376128,,"@Himanii__ looks like that's your BRAHMASTRA.. yo haters be ready to BURNNNNN!!! 
Go @Himanii__  Burnn em all 😉♥️🤗 https://t.co/9q8iaHxvfY"
Brahmastra,rama_fucks,1003068680715014144,,"Indestructible blade that even the Rakshasa King succumbs over, take form! Take this! Brahmastra!"
Brahmastra,priyanksin,267780802,India,"@D_Roopa_IPS @TIinExile 4. So उल्का,  can be used in several contexts, that said, ulka does also have meaning as burning fireworks. A culture which has mentioning of warfare like brahmastra and आग्नेयास्त्र,  doesn't fall sgort of a firework. Please have some courtesy to acknowledge that."
Brahmastra,fwltonlovely,1292985434499420160,Gryffindor,"""many years ago, i heard about the brahmastra, or as its colloquially called, the philosopher's stone"" KELFLROODOFMWKFKEK gatilho"
Brahmastra,Arthwritess,1214422814544936960,India,"@HimeshMankad Ya to SRK's film ya to Brahmastra..
Hindi Cinema's most awaited things right now..
Everything else can wait"
Greenland,Grimmiges,911170808109830144,,"That German Wikipedians have more to say about it than English, puzzles: the family only occurs in the Southern Hemisphere, Australia, NZ and (montane) Central + South America

And in the #Paleocene of western #Greenland
https://t.co/UrEupZ4Jf9

With a single #pollen tetrad
(2/6) https://t.co/VTfJ4rOElW"
Greenland,twoeyedloon,197734408,UK,"@iPaulRob @mtpennycook @Ed_Miliband You know that the Greenland ice sheet isn't sea-ice? And that 10 billion tonnes is a day's snowfall, neither here nor there? And that the ice sheet is melting? https://t.co/r5YGqklVmA"
Greenland,Ankitsingh00099,901314899153797120,"Gwalior, India","""Greenland’s Three Largest Glaciers Retreating Ice Faster than Expected""  https://t.co/DDLaEHRJDb"
Greenland,Diptang01274703,1252610580038418433,🚩 Hindutva Matters 🚩,"""Greenland’s Three Largest Glaciers Retreating Ice Faster than Expected""  https://t.co/s7dNMWAUBe"
Greenland,Greenland_Ruby,832531061598978048,Greenland,"Now you can be certain of the location and the journey your gem took to be set in your beautiful jewelry. Our unique, singular origin, and Greenlandic fingerprint, enables gem labs to identify every stone from our mine​​. https://t.co/Dh9nHO5PLU"
Greenland,MacSlon,2948962139,,Now Playing: Greenland Whalefishers - Olivias Dropout / check: https://t.co/VHHbFtmRD2
Greenland,nascar_oz,160998941,winslow ar.,"Greenland: The ""Giants"" International - Reports of 9' Living Giants Visi... https://t.co/sDIKSirq2j via @YouTube"
Greenland,danielferra58,2274913668,,"@Nick_Mosby @fraserfor15 @mdhousedems ALLOW RESIDENCE TO SELL THEIR SOLAR BATTERIES AND ELECTRICAL VEHICLE POWER TO THE UTILITY aka FEED IN TARIFF 
https://t.co/6KqZ7ZZmjs 

SOLAR + ELECTRIC VEHICLE + AC UNIT = SAVED LIFE WHEN GRID IS DOWN

BAN FRACKING
https://t.co/Q3ShFKIs2j

Greenland and Antarctica Collapsing"
Greenland,DuncanDaHusky,16938374,Illinois,"This is cool as hell! I learned about several breeds I hadn't heard of before, too (like Siberian huskies are most closely related to Greenland sledge dogs). Also, chinooks look like awesome dogs. https://t.co/wvdn3nPJXD"
Greenland,NONONODamnIt,1220167817082748928,"Springfield, IL",Jesus somebody let @realDonaldTrump buy Greenland. God trump and his worshipers exiled to that locale.
Sarojini,adi_baj85,37244527,,Have heard her for the first time here.. And now I am thinking where to find more of her speeches. Just brilliant.. The great Sarojini Naidu. I am spellbound. https://t.co/BDWUOeEz8J
Sarojini,Adharma_dharma,1325371208393650176,Pls support me to grow like b4,"@Janamejayan Padmaja was Nehru one of lover/Harem
Sarojini on coming to know Nehru dangerous act threatened
So Nehru made Padmaja Governor of Bengal"
Sarojini,opdroid1234,1096860280225742848,,I now have a scapegoat for my singsong english voice. Going to blame it on Sarojini 😀 https://t.co/ZF4lf4IUgg
Sarojini,socialfounders,825088880093364226,"London, England",Sarojini Naidu- on arrival in US as Indian ambassador in 1928. Wonderful video clip. https://t.co/LcDCGNMkCx
Sarojini,NAFISOV,128166861,,"@PravinSawhney “The residents of the colony confirm that the streets named after our pre-partition heroes like Kamala Nehru, Sarojini Naidu, and Annie Besant exist despite the trend to rename streets and monuments after Muslim heroes.”"
Sarojini,ZacharyCoffin,113117262,Mumbai - Paris - Los Angeles,"""my spirit feels that it has come home to a new version of old things"" 💛
.
Sarojini Naidu was an amazing freedom fighter and her words here in 1928 feel both wise and prescient. America and India have had a fascinating, intertwined history the past f… https://t.co/fXIVFHYMI0 https://t.co/pClQOx2OTZ"
Sarojini,Janamejayan,247507699,,Padmaja died in Nehru’s house in Delhi in 1975 after which the house was turned into a museum. Padmaja’s Mother was Sarojini (Chattopadhyay) Naidu. Her parents immigrated to Hyderabad from Bengal.
Sarojini,HitNewsIndia,962652324819685377,"New Delhi, India","Upon reaching the US in 1928, this is how the great Sarojini Naidu introduced herself. Though a feminist, she revered India's civilization and the value it gives to womanhood. A 92 years old video

@KanganaTeam https://t.co/oAgrlbN6pd"
Sarojini,HolyTulsiVase,1323283541023707137,,"How Sarojini Naidu introduced herself when she came to the US in 1928. 😳

https://t.co/nfQDtumwcw https://t.co/sv9JxZS7KK"
Sarojini,Opoyis,1084518784004542464,,"With #Delhi witnessing a rapid increase in #COVID19 cases almost every day, Delhiites throw caution to the wind to shop in Sarojini Nagar market.  

Read more: https://t.co/Y1PasuLhAF"
The+Big+Bull,CryptoMillion33,1163189200960806919,BULLISH ,"#XRP Shifting to Bull Cycle 

$XRP is the Key Crypto Asset in Digital Dollar Revolution, Says CEO Brad Garlinghouse

BIG BG Brad Garlinghouse $XRP Bridge Asset walled Gardens 

Christine Lagarde ECB Banks Will Be Ready In January

$RSR Next Stop $3.49

https://t.co/vIM8gZuXrK"
The+Big+Bull,CKJCryptonews,935723010744553472,,"#XRP Shifting to Bull Cycle 

$XRP is the Key Crypto Asset in Digital Dollar Revolution, Says CEO Brad Garlinghouse

BIG BG Brad Garlinghouse $XRP Bridge Asset walled Gardens 

Christine Lagarde ECB Banks Will Be Ready In January

$RSR Next Stop $3.49 

https://t.co/IVvvbQu8pt"
The+Big+Bull,Trading_Boxes,416935990,Los Angeles,"It is important to remember your bull/bear levels. In this case, any ""bearish"" activity above 3515 zone $SPX is and will be considered weakness in an uptrend until that zone gives out. Big players understand that regardless of the short term volatility, https://t.co/Jl5Pqe7MYF"
The+Big+Bull,HumutUtut,1267791813496078336,,$CIIC #thursdaymorning Bears seemingly witnessed the bull chance here that's why they left. Read this article about these Mental health related stocks here - - &gt; https://t.co/VAvvJjJZaf  &lt; -- - Don’t miss these mushroom stock chance folks. #nasdaq Check disclaimer on profile
The+Big+Bull,iamubeee,1233683643224272897,,Nodoubt!! SUCHETA DALAL was primarily responsible for india not being in the top developed countries of the world ryt now. Indians being so dumb as olways rewarded her(sucheta) the padma shri and sentenced the Big bull to the prison and ultimately his death as  his reward.
The+Big+Bull,GirlThats_Don,3463705700,"Northside Bagdad, Tx",Young bull said big homie I need a Glock I told him slow dine don’t be in a rush to the grave it’s gone always be there
The+Big+Bull,FunnyStop,44898365,"Akron / Cuyahoga Falls, Ohio",Comedian and rocker Don Jameison at funny stop tonight till sat with joe the wild Howard Angela Bellios and big Bull Stone for res 330-923-4700 or on line https://t.co/5Z7yUObV7b https://t.co/yugLUj8uO2
The+Big+Bull,lionbitcoin,50191232,nyc,@realDonaldTrump @BrianKempGA Instead of focusing on this bull shit pass a stimulus bill for god shake people are hungry people are losing there jobs in major cities because you don’t want to send states funds what’s wrong with you put on the big boy pants get it done!!!!!!!!!✅✅✅✅🌍✅ @realDonaldTrump
The+Big+Bull,tg1880,4355128575,,"@Caseforsilver i think #Silver is going for $19, making a big bull flag in the daily. gold falls likewise"
The+Big+Bull,BigWillie7179,2835343844,Atlanta Ga via Mobile Al,Showing 2 Tackles the importance of keeping that inside shoulder down by engaging their big toe and keeping that Front Leg bent and grounded. When that front leg is not bent &amp; gets extended it’s raises up the inside Shoulder.  Leaves u open for 1 arm bull https://t.co/Tm0Nd1Xliw https://t.co/t194G4x9YT
Durgavati,indcareer,62013363,India,"Rani Durgavati University: University of Jabalpur, Jabalpur announced MA exam results https://t.co/KmPlgDbmBW"
Durgavati,latestly,828841083257778176,"Mumbai, India","#Durgavati Star #BhumiPednekar Talks About Her Process of Choosing Films

@bhumipednekar 

https://t.co/fyjLtooNii"
Durgavati,AnjaliS19975950,1309450346683535360,,"@RenuRawal7 @ColorsTV @KhanEijaz @BeingSalmanKhan Rani laxmibai the queen of jhanshi ,ahilyabai, durgavati, rani karmvati...female warriors of our country."
Durgavati,AshokBhasin15,1102958591173148675,"साकेत, नई दिल्ली",@AmitShah India is the only country in the world where women have ruled &amp; very successfully Rani Durgavati        ABBAKKA CHOWTA Mahadevi 30yrs old ruled ULLAL fought the Portuguese     Jhansi ki Rani fought the Britishers  Women should be given opportunity in every field
Durgavati,AshokBhasin15,1102958591173148675,"साकेत, नई दिल्ली",@timesofindia Women have proved to be better leaders than men  Rani Durgavati   ABBAKKA CHOWTA Mahadevi 30yrs old ruled ULLAL fought the Portuguese   Jhansi ki Rani fought the Britishers History
Durgavati,SohamNanda95,895969485219176448,,@HimeshMankad What about Durgavati trailer?
Durgavati,LegalChakshu,1062248309039886336,India,"A long thread worth zilch. This is not Indian feminism. This may be western garbage. Indian feminism is way deeper and far far substantive. Indian feminism is represented by Gargi, Maitrey, Jhansi ki Rani LaxmiBai, Ahalya Bai Holkar, Tessy Thomas, Shakuntala Devi, Durgavati etc https://t.co/PGL0wSFA6I"
